"Target_Symbol"	"Target_ID"	"Target_Name"	"Associated_Disease_Count"	"Tractability_Count"	"sm_approved"	"sm_advancedClinical"	"sm_phase1"	"ab_approved"	"ab_advancedClinical"	"ab_phase1"	"pr_approved"	"pr_advancedClinical"	"pr_phase1"	"oc_approved"	"oc_advancedClinical"	"oc_phase1"	"Subcellular_Location"	"Safety_Liabilities"	"Number_Unique_Drugs"	"Drug_ID"	"Drug_Name"	"Is_FDA_Approved"	"Highest_Clinical_Trial_Phase"	"Has_Been_Withdrawn"	"Pathway_DB"	"Pathway_Name"	"Target_in_Pathways"	"num_Approved_Drugs"	"num_Phase3"	"num_Phase2"	"num_Phase1"	"num_Phase4"	"Weighted_Score"
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3265032"	"ENTOSPLETINIB"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3986824"	"LANRAPLENIB"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3265032"	"ENTOSPLETINIB"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3979920"	"MIVAVOTINIB"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3989516"	"FOSTAMATINIB DISODIUM"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL3545301"	"HMPL-523"	"FALSE"	"1"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"SYK"	"ENSG00000165025"	"spleen associated tyrosine kinase"	527	6	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	1	12	"CHEMBL2103830"	"FOSTAMATINIB"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	2	0	3	1	2	553.5
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2105721"	"NIVOCASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2107819"	"BELNACASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2107819"	"BELNACASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2105721"	"NIVOCASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2107819"	"BELNACASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2107819"	"BELNACASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL2105721"	"NIVOCASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"CASP1"	"ENSG00000137752"	"caspase 1"	541	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	"CHEMBL197672"	"EMRICASAN"	"FALSE"	"2"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	0	0	3	0	0	552
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1201321"	"DIFENOXIN"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL2103744"	"MORPHINE SULFATE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1685"	"DEZOCINE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1701"	"MEPERIDINE HYDROCHLORIDE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1201132"	"NALBUPHINE HYDROCHLORIDE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL656"	"OXYCODONE"	"TRUE"	"4"	"TRUE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL485"	"CODEINE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL3039508"	"NALDEMEDINE TOSYLATE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL982"	"NALMEFENE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL596"	"FENTANYL"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL2103744"	"MORPHINE SULFATE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL398707"	"HYDROMORPHONE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL511142"	"BUPRENORPHINE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL19019"	"NALTREXONE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1005"	"REMIFENTANIL"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL70"	"MORPHINE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL2368861"	"BUPRENORPHINE HYDROCHLORIDE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL2159122"	"ELUXADOLINE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1201776"	"TAPENTADOL"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL2103744"	"MORPHINE SULFATE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1200794"	"OXYMORPHONE HYDROCHLORIDE"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
"OPRM1"	"ENSG00000112038"	"opioid receptor mu 1"	469	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	38	84	"CHEMBL1005"	"REMIFENTANIL"	"TRUE"	"4"	"FALSE"	"Reactome"	"Cytokine Signaling in Immune system"	1	20	0	0	0	20	542
